New Electric  Account,Account 1,,,
Utility Company,WE,,,
Account #,5265953290,,,
Rate Code,W_CG3 - WI SECONDARY - TOU,,,
Meter # 1,PNXZT22161,,,
,,,,
Electric Bills,,,,
Year,2016,,,
From,To ,Consumption,Demand ,Total Cost
Date (mm/dd/yy,Date (mm/dd/yy,kWh,kW,$
1/1/2016,1/31/2016,0,0,0
2/1/2016,2/28/2016,0,0,0
3/1/2016,3/31/2016,0,0,0
4/1/2016,4/30/2016,0,0,0
5/1/2016,5/31/2016,0,0,0
6/1/2016,6/30/2016,0,0,0
7/1/2016,7/31/2016,0,0,0
8/1/2016,8/31/2016,0,0,0
9/1/2016,9/30/2016,0,0,0
10/1/2016,10/31/2016,0,0,0
11/1/2016,11/30/2016,0,0,0
12/1/2016,12/31/2016,0,0,0
,,,,
Year,2015,,,
From,To ,Consumption,Demand ,Total Cost
Date (mm/dd/yy,Date (mm/dd/yy,kWh,kW,$
1/1/2015,1/31/2015,0,0,0
2/1/2015,2/28/2015,0,0,0
3/1/2015,3/31/2015,0,0,0
4/1/2015,4/30/2015,0,0,0
5/1/2015,5/31/2015,0,0,0
6/1/2015,6/30/2015,0,0,0
7/1/2015,7/31/2015,0,0,0
8/1/2015,8/31/2015,0,0,0
9/1/2015,9/30/2015,7587,0,6991
10/1/2015,10/31/2015,178251,0,19039
11/1/2015,11/30/2015,176910,0,18449
12/1/2015,12/31/2015,0,0,0
,,,,
Year,2014,,,
From,To ,Consumption,Demand ,Total Cost
Date (mm/dd/yy,Date (mm/dd/yy,kWh,kW,$
1/1/2014,1/31/2014,0,0,0
2/1/2014,2/28/2014,0,0,0
3/1/2014,3/31/2014,0,0,0
4/1/2014,4/30/2014,0,0,0
5/1/2014,5/31/2014,0,0,0
6/1/2014,6/30/2014,0,0,0
7/1/2014,7/31/2014,0,0,0
8/1/2014,8/31/2014,0,0,0
9/1/2014,9/30/2014,0,0,0
10/1/2014,10/31/2014,0,0,0
11/1/2014,11/30/2014,0,0,0
12/1/2014,12/31/2014,0,0,0
,,,,
Year,2013,,,
From,To ,Consumption,Demand ,Total Cost
Date (mm/dd/yy,Date (mm/dd/yy,kWh,kW,$
1/1/2013,1/31/2013,0,0,0
2/1/2013,2/28/2013,0,0,0
3/1/2013,3/31/2013,0,0,0
4/1/2013,4/30/2013,0,0,0
5/1/2013,5/31/2013,0,0,0
6/1/2013,6/30/2013,0,0,0
7/1/2013,7/31/2013,0,0,0
8/1/2013,8/31/2013,0,0,0
9/1/2013,9/30/2013,0,0,0
10/1/2013,10/31/2013,0,0,0
11/1/2013,11/30/2013,0,0,0
12/1/2013,12/31/2013,0,0,0
,,,,
Year,2012,,,
From,To ,Consumption,Demand ,Total Cost
Date (mm/dd/yy,Date (mm/dd/yy,kWh,kW,$
1/1/2012,1/31/2012,0,0,0
2/1/2012,2/28/2012,0,0,0
3/1/2012,3/31/2012,0,0,0
4/1/2012,4/30/2012,0,0,0
5/1/2012,5/31/2012,0,0,0
6/1/2012,6/30/2012,0,0,0
7/1/2012,7/31/2012,0,0,0
8/1/2012,8/31/2012,0,0,0
9/1/2012,9/30/2012,0,0,0
10/1/2012,10/31/2012,0,0,0
11/1/2012,11/30/2012,0,0,0
12/1/2012,12/31/2012,0,0,0
